Tipo;Endereco;CEP;UF;Bairro;Numeracao;Localidade;;
RUA;FAUSTINO SANCHES;17607330;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FAUSTINO SANCHES','17607330','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;FAUSTO FERNANDES DIAS;17603753;SP;JARDIM SANTA ADÉLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FAUSTO FERNANDES DIAS','17603753','SP','JARDIM SANTA ADÉLIA','','TUPA'); "
RUA;FELÍCIA DE ÂNGELO VELLINI;17602083;SP;CHÁCARA VELINI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FELÍCIA DE ÂNGELO VELLINI','17602083','SP','CHÁCARA VELINI','','TUPA'); "
RUA;FELIPE BISPO;17602135;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FELIPE BISPO','17602135','SP','PARQUE IBIRAPUERA','','TUPA'); "
COLÔNIA;DA FEPASA;17604055;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('COLÔNIA','DA FEPASA','17604055','SP','CENTRO','','TUPA'); "
RUA;PIONEIRO FERNANDO ARVELOS;17607497;SP;JARDIM DAS ÁGUAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO FERNANDO ARVELOS','17607497','SP','JARDIM DAS ÁGUAS','','TUPA'); "
RUA;FERNÃO DIAS;17604250;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FERNÃO DIAS','17604250','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;FLORIANO DE BARROS;17603080;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FLORIANO DE BARROS','17603080','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;FLORIANO SALES;17604160;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FLORIANO SALES','17604160','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;FLÓRIDA;17604311;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FLÓRIDA','17604311','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
AVENIDA;FLORINDO CARVALHO AMORIM;17604230;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','FLORINDO CARVALHO AMORIM','17604230','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
AVENIDA;SÃO FRANCISCO;17606250;SP;JARDIM NOSSA SENHORA DE FÁTIMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','SÃO FRANCISCO','17606250','SP','JARDIM NOSSA SENHORA DE FÁTIMA','','TUPA'); "
RUA;FRANCISCO BUDAIBES;17603130;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO BUDAIBES','17603130','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;AGRICULTOR FRANCISCO GARCIA MURO;17620030;SP;CENTRO(PARNASO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AGRICULTOR FRANCISCO GARCIA MURO','17620030','SP','CENTRO(PARNASO)','','TUPA'); "
RUA;PIONEIRO FRANCISCO GARCIA Y. GARCIA;17602675;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO FRANCISCO GARCIA Y. GARCIA','17602675','SP','JARDIM UNESP','','TUPA'); "
RUA;FRANCISCO GOMES PATO;17602495;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO GOMES PATO','17602495','SP','JARDIM ITAIPU','','TUPA'); "
RUA;FRANCISCO GOMES PATO;17602646;SP;CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO GOMES PATO','17602646','SP','CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA','','TUPA'); "
RUA;FRANCISCO LAGUSTERA;17605550;SP;VILA INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO LAGUSTERA','17605550','SP','VILA INDUSTRIAL','','TUPA'); "
RUA;FRANCISCO MELHADO;17602260;SP;PARQUE SÃO PEDRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO MELHADO','17602260','SP','PARQUE SÃO PEDRO','','TUPA'); "
RUA;FRANCISCO MORAES PIO DE ALMEIDA;17603746;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO MORAES PIO DE ALMEIDA','17603746','SP','FREDYVILLE','','TUPA'); "
RUA;PIONEIRO FRANCISCO PEREIRA BELLO;17602761;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO FRANCISCO PEREIRA BELLO','17602761','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;FRANCISCO ROMERO MARTINS;17603254;SP;PARQUE BELA VISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO ROMERO MARTINS','17603254','SP','PARQUE BELA VISTA','','TUPA'); "
RUA;FRANCISCO SAMPEDRO ALTEIRO;17603834;SP;CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO SAMPEDRO ALTEIRO','17603834','SP','CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO','','TUPA'); "
RUA;FRANCISCO SIMIÃO;17602669;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO SIMIÃO','17602669','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;FRANCISCO SIMIÃO;17602734;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO SIMIÃO','17602734','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;FRANCISCO SIMIÃO;17610722;SP;JARDIM GUARANI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO SIMIÃO','17610722','SP','JARDIM GUARANI II','','TUPA'); "
RUA;FRANCISCO TURRA;17601510;SP;VILA BRASÍLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FRANCISCO TURRA','17601510','SP','VILA BRASÍLIA','','TUPA'); "
RUA;DA FRATERNIDADE;17603270;SP;JARDIM IDEAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DA FRATERNIDADE','17603270','SP','JARDIM IDEAL','','TUPA'); "
AVENIDA;FREDERICO BUQUE - FRITZ;17610700;SP;JARDIM GUARANI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','FREDERICO BUQUE - FRITZ','17610700','SP','JARDIM GUARANI','','TUPA'); "
RUA;FREDERICO MELLE;17607100;SP;VILA ESPANHA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FREDERICO MELLE','17607100','SP','VILA ESPANHA','','TUPA'); "
RUA;FREDERICO PAVANELLI FILHO;17603743;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FREDERICO PAVANELLI FILHO','17603743','SP','FREDYVILLE','','TUPA'); "
RUA;GABRIEL DA SILVA TEIXEIRA;17602483;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GABRIEL DA SILVA TEIXEIRA','17602483','SP','JARDIM ITAIPU','','TUPA'); "
PRAÇA;GAL VICENTE DE P. COUTINHO;17600581;SP;VILA SÃO JORGE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','GAL VICENTE DE P. COUTINHO','17600581','SP','VILA SÃO JORGE','','TUPA'); "
RUA;GALLO SOARES;17602672;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GALLO SOARES','17602672','SP','JARDIM UNESP','','TUPA'); "
RUA;PIONEIRO GALLO SOARES;17602662;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO GALLO SOARES','17602662','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;GANTUS;17604005;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GANTUS','17604005','SP','CENTRO','','TUPA'); "
RUA;GARÇA;17604210;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GARÇA','17604210','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;PADRE GASPAR AGUILAR CORTEZ;17603778;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PADRE GASPAR AGUILAR CORTEZ','17603778','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;PADRE GASPAR AGUILAR CORTEZ;17603565;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PADRE GASPAR AGUILAR CORTEZ','17603565','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;PIONEIRO GENEROSO KUGUIMOTO;17602831;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO GENEROSO KUGUIMOTO','17602831','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;GENOVA;17603310;SP;VILA SANTA INEZ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GENOVA','17603310','SP','VILA SANTA INEZ','','TUPA'); "
RUA;AGROPECUARISTA GENTIL MORABITO;17610405;SP;NOVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AGROPECUARISTA GENTIL MORABITO','17610405','SP','NOVA TUPÃ','','TUPA'); "
RUA;GENTIL MORÁBITO;17610485;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GENTIL MORÁBITO','17610485','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
ESTRADA;GERALDO ADELINO QUIQUETO;17602830;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;(COMPADRE GERALDÃO);TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ESTRADA','GERALDO ADELINO QUIQUETO','17602830','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','(COMPADRE GERALDÃO)','TUPA'); "
RUA;GERALDO NUNES DA ROCHA;17602657;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GERALDO NUNES DA ROCHA','17602657','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;GERALDO NUNES DA ROCHA;17602733;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GERALDO NUNES DA ROCHA','17602733','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;GERALDO VICENÂNCIO;17602754;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GERALDO VICENÂNCIO','17602754','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;GERDIÃO LOPES RIBEIRO;17620045;SP;CENTRO(PARNASO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GERDIÃO LOPES RIBEIRO','17620045','SP','CENTRO(PARNASO)','','TUPA'); "
RUA;GERTRUDES MARIA DE OLIVEIRA CAMPOS;17603283;SP;JARDIM IDEAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GERTRUDES MARIA DE OLIVEIRA CAMPOS','17603283','SP','JARDIM IDEAL','','TUPA'); "
RUA;FARMACÊUTICO GILBER SILVÉRIO;17602751;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FARMACÊUTICO GILBER SILVÉRIO','17602751','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;GILBERTO MUCCIO MAZZEI;17602705;SP;JARDIM ARITANA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GILBERTO MUCCIO MAZZEI','17602705','SP','JARDIM ARITANA','','TUPA'); "
RUA;GILBERTO MUCCIO MAZZEI;17602645;SP;CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GILBERTO MUCCIO MAZZEI','17602645','SP','CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA','','TUPA'); "
RUA;DOUTOR GIORGIO MARIO DE LEITGEB;17603832;SP;CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOUTOR GIORGIO MARIO DE LEITGEB','17603832','SP','CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO','','TUPA'); "
RUA;GODIE EGYDIO FERNANDES;17602720;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GODIE EGYDIO FERNANDES','17602720','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;GOITACAZES;17601110;SP;CENTRO;- ATÉ 650/651;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GOITACAZES','17601110','SP','CENTRO','- ATÉ 650/651','TUPA'); "
RUA;GOITACAZES;17600350;SP;CENTRO;- DE 652/653 A 1370/1371;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GOITACAZES','17600350','SP','CENTRO','- DE 652/653 A 1370/1371','TUPA'); "
RUA;GOITACAZES;17604030;SP;CENTRO;- DE 1372/1373 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GOITACAZES','17604030','SP','CENTRO','- DE 1372/1373 AO FIM','TUPA'); "
RUA;COMERCIANTE GORGES DE OLIVEIRA BRITO;17610468;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE GORGES DE OLIVEIRA BRITO','17610468','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;COMERCIANTE GORGES DE OLIVEIRA BRITO;17610575;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE GORGES DE OLIVEIRA BRITO','17610575','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;GRACIANÓPOLIS;17605500;SP;JARDIM PAULISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GRACIANÓPOLIS','17605500','SP','JARDIM PAULISTA','','TUPA'); "
RUA;GRÉCIA;17604410;SP;VILA EUROPA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GRÉCIA','17604410','SP','VILA EUROPA','','TUPA'); "
RUA;GUAIANASES;17601130;SP;CENTRO;- ATÉ 670/671;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUAIANASES','17601130','SP','CENTRO','- ATÉ 670/671','TUPA'); "
RUA;GUAIANASES;17600390;SP;CENTRO;- DE 672/673 A 1630/1631;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUAIANASES','17600390','SP','CENTRO','- DE 672/673 A 1630/1631','TUPA'); "
RUA;GUAIANASES;17605040;SP;CENTRO;- DE 1632/1633 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUAIANASES','17605040','SP','CENTRO','- DE 1632/1633 AO FIM','TUPA'); "
RUA;GUAICURUS;17601190;SP;CENTRO;- ATÉ 250/251;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUAICURUS','17601190','SP','CENTRO','- ATÉ 250/251','TUPA'); "
RUA;GUAICURUS;17600440;SP;CENTRO;- DE 252/253 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUAICURUS','17600440','SP','CENTRO','- DE 252/253 AO FIM','TUPA'); "
ALAMEDA;GUANABARA;17602110;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ALAMEDA','GUANABARA','17602110','SP','PARQUE IBIRAPUERA','','TUPA'); "
RUA;GUARANIS;17601140;SP;CENTRO;- ATÉ 660/661;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUARANIS','17601140','SP','CENTRO','- ATÉ 660/661','TUPA'); "
RUA;GUARANIS;17600400;SP;CENTRO;- DE 662/663 A 1650/1651;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUARANIS','17600400','SP','CENTRO','- DE 662/663 A 1650/1651','TUPA'); "
RUA;GUARANIS;17605050;SP;CENTRO;- DE 1652/1653 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUARANIS','17605050','SP','CENTRO','- DE 1652/1653 AO FIM','TUPA'); "
AVENIDA;GUARANTÃ;17603851;SP;DELTA VILLE TÊNIS CLUB;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','GUARANTÃ','17603851','SP','DELTA VILLE TÊNIS CLUB','','TUPA'); "
RUA;GUATEMALA;17605260;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUATEMALA','17605260','SP','JARDIM AMÉRICA','','TUPA'); "
AVENIDA;EMPRESÁRIO GUERINO FERRARI;17604770;SP;PARQUE INDUSTRIAL II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','EMPRESÁRIO GUERINO FERRARI','17604770','SP','PARQUE INDUSTRIAL II','','TUPA'); "
RUA;GUILHERME DELVALE FERNANDES;17602676;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUILHERME DELVALE FERNANDES','17602676','SP','JARDIM UNESP','','TUPA'); "
PRAÇA;GUILHERME MARTINELLI;17603741;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','GUILHERME MARTINELLI','17603741','SP','FREDYVILLE','','TUPA'); "
RUA;GUILHERMINO PORFÍRIO CARDOSO;17602854;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUILHERMINO PORFÍRIO CARDOSO','17602854','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;GUIOMAR LEMES DA CUNHA GUANDALINI;17606040;SP;PARQUE DAS NAÇÕES;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUIOMAR LEMES DA CUNHA GUANDALINI','17606040','SP','PARQUE DAS NAÇÕES','','TUPA'); "
RUA;GUMERCINDO DE PAULA MACHADO;17603740;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','GUMERCINDO DE PAULA MACHADO','17603740','SP','FREDYVILLE','','TUPA'); "
RUA;HÉLIO GARCIA DOS SANTOS;17602648;SP;CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HÉLIO GARCIA DOS SANTOS','17602648','SP','CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA','','TUPA'); "
RUA;HENRIQUE AROUCHE DE TOLEDO;17606340;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HENRIQUE AROUCHE DE TOLEDO','17606340','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;HENRIQUE TURNER FILHO;17606373;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HENRIQUE TURNER FILHO','17606373','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;HERCULÂNDIA;17604318;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HERCULÂNDIA','17604318','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;HIKOCHO GUSHIKEN;17603771;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HIKOCHO GUSHIKEN','17603771','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
AVENIDA;EMPRESÁRIO HISANORI KOCHI;17603825;SP;DISTRITO INDUSTRIAL EIZI HIRANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','EMPRESÁRIO HISANORI KOCHI','17603825','SP','DISTRITO INDUSTRIAL EIZI HIRANO','','TUPA'); "
RUA;HOLANDA;17604370;SP;VILA EUROPA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','HOLANDA','17604370','SP','VILA EUROPA','','TUPA'); "
