Tipo;Endereco;CEP;UF;Bairro;Numeracao;Localidade;;
RUA;JOÃO DE OLIVEIRA CUNHA;17603710;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO DE OLIVEIRA CUNHA','17603710','SP','VILA INGLESA','','TUPA'); "
RUA;JOÃO DO VAL;17603791;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO DO VAL','17603791','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;JOÃO DO VAL;17603450;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO DO VAL','17603450','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;JOÃO GRANDE;17603793;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO GRANDE','17603793','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;JOÃO GRANDE;17603440;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO GRANDE','17603440','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;JOÃO GUTINIK;17603575;SP;JARDIM JAÇANÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO GUTINIK','17603575','SP','JARDIM JAÇANÃ','','TUPA'); "
RUA;JOÃO JOSÉ SABONGI;17604310;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO JOSÉ SABONGI','17604310','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;JOÃO LEMES SOARES;17604316;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO LEMES SOARES','17604316','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;JOÃO MANOEL;17602852;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO MANOEL','17602852','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;JOÃO MARIN BERBEL;17602856;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO MARIN BERBEL','17602856','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;AGRICULTOR JOÃO MORENO PANHOSSI;17607555;SP;JARDIM MORUMBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','AGRICULTOR JOÃO MORENO PANHOSSI','17607555','SP','JARDIM MORUMBI','','TUPA'); "
RUA;JOÃO NAVE;17603755;SP;JARDIM SANTA ADÉLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO NAVE','17603755','SP','JARDIM SANTA ADÉLIA','','TUPA'); "
RUA;JOÃO NEPOMUCENO;17607440;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO NEPOMUCENO','17607440','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;JOÃO NEPOMUCENO;17607507;SP;PARQUE UNIVERSITÁRIO III;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO NEPOMUCENO','17607507','SP','PARQUE UNIVERSITÁRIO III','','TUPA'); "
RUA;JOÃO NEPOMUCENO;17607488;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO NEPOMUCENO','17607488','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;JOÃO RANGEL;17603779;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO RANGEL','17603779','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;JOÃO RANGEL;17603563;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO RANGEL','17603563','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RODOVIA;COMANDANTE JOÃO RIBEIRO DE BARROS;17603595;SP;VILA INGLESA;- DO KM 525,000 AO KM 525,599;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RODOVIA','COMANDANTE JOÃO RIBEIRO DE BARROS','17603595','SP','VILA INGLESA','- DO KM 525,000 AO KM 525,599','TUPA'); "
RODOVIA;COMANDANTE JOÃO RIBEIRO DE BARROS;17604830;SP;PARQUE INDUSTRIAL II;- DO KM 525,600 AO KM 527,599;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RODOVIA','COMANDANTE JOÃO RIBEIRO DE BARROS','17604830','SP','PARQUE INDUSTRIAL II','- DO KM 525,600 AO KM 527,599','TUPA'); "
RODOVIA;COMANDANTE JOÃO RIBEIRO DE BARROS;17605540;SP;VILA INDUSTRIAL;- DO KM 527,600 AO KM 528,799;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RODOVIA','COMANDANTE JOÃO RIBEIRO DE BARROS','17605540','SP','VILA INDUSTRIAL','- DO KM 527,600 AO KM 528,799','TUPA'); "
RODOVIA;COMANDANTE JOÃO RIBEIRO DE BARROS;17606368;SP;PARQUE INDUSTRIAL;- DO KM 528,800 AO KM 530,999;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RODOVIA','COMANDANTE JOÃO RIBEIRO DE BARROS','17606368','SP','PARQUE INDUSTRIAL','- DO KM 528,800 AO KM 530,999','TUPA'); "
RUA;JOÃO SEISCENTOS;17607420;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO SEISCENTOS','17607420','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;JOÃO SEISCENTOS;17607484;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO SEISCENTOS','17607484','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;JOÃO TAVARES DO COUTO;17604231;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO TAVARES DO COUTO','17604231','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;PIONEIRO JOÃO TROCOLI;17603833;SP;CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO JOÃO TROCOLI','17603833','SP','CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO','','TUPA'); "
RUA;JOÃO VICENTE DANIEL;17603756;SP;JARDIM SANTA ADÉLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO VICENTE DANIEL','17603756','SP','JARDIM SANTA ADÉLIA','','TUPA'); "
RUA;JOÃO WALFREDO RIVEIRO;17606005;SP;PARQUE DAS NAÇÕES;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOÃO WALFREDO RIVEIRO','17606005','SP','PARQUE DAS NAÇÕES','','TUPA'); "
PRAÇA;JOÃO ZACANO;17600561;SP;VILA SÃO PAULO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','JOÃO ZACANO','17600561','SP','VILA SÃO PAULO','','TUPA'); "
RUA;PIONEIRO JOÃO ZAMANA;17603840;SP;CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO JOÃO ZAMANA','17603840','SP','CONJUNTO HABITACIONAL PIONEIRO JOSÉ FELICIANO','','TUPA'); "
RUA;JOAQUIM ABARCA;17601200;SP;CENTRO;- ATÉ 1090/1091;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOAQUIM ABARCA','17601200','SP','CENTRO','- ATÉ 1090/1091','TUPA'); "
RUA;JOAQUIM ABARCA;17600450;SP;VILA GIOVANETTI;- DE 1092/1093 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOAQUIM ABARCA','17600450','SP','VILA GIOVANETTI','- DE 1092/1093 AO FIM','TUPA'); "
RUA;JOAQUIM GOMES DAS NEVES;17605150;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOAQUIM GOMES DAS NEVES','17605150','SP','VILA VARGAS','','TUPA'); "
RUA;JOAQUIM MURTINHO;17602486;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOAQUIM MURTINHO','17602486','SP','JARDIM ITAIPU','','TUPA'); "
RUA;SÃO JORGE;17606290;SP;JARDIM NOSSA SENHORA DE FÁTIMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO JORGE','17606290','SP','JARDIM NOSSA SENHORA DE FÁTIMA','','TUPA'); "
RUA;JORGE ELIAS;17603170;SP;VILA MARAJOARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JORGE ELIAS','17603170','SP','VILA MARAJOARA','','TUPA'); "
RUA;JORGE STREIT;17605140;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JORGE STREIT','17605140','SP','VILA VARGAS','','TUPA'); "
RUA;SÃO JOSÉ;17606280;SP;JARDIM NOSSA SENHORA DE FÁTIMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO JOSÉ','17606280','SP','JARDIM NOSSA SENHORA DE FÁTIMA','','TUPA'); "
RUA;SÃO JOSÉ;17607360;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO JOSÉ','17607360','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
PRAÇA;SÃO JOSÉ;17603353;SP;VILA FORMOSA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','SÃO JOSÉ','17603353','SP','VILA FORMOSA','','TUPA'); "
RUA;SÃO JOSÉ;17607474;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO JOSÉ','17607474','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;PINTOR JOSÉ ALEXANDRE;17610428;SP;NOVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PINTOR JOSÉ ALEXANDRE','17610428','SP','NOVA TUPÃ','','TUPA'); "
RUA;JOSÉ ALONSO;17603564;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ ALONSO','17603564','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;JOSÉ ALVES DE OLIVEIRA;17600441;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ ALVES DE OLIVEIRA','17600441','SP','CENTRO','','TUPA'); "
RUA;JOSÉ APORTA FLOR;17603773;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ APORTA FLOR','17603773','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;JOSÉ BENEDETTI;17602723;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ BENEDETTI','17602723','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;JOSÉ BERNARDINO;17602270;SP;PARQUE SÃO PEDRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ BERNARDINO','17602270','SP','PARQUE SÃO PEDRO','','TUPA'); "
RUA;JOSÉ BONIFÁCIO;17607313;SP;JARDIM IPIRANGA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ BONIFÁCIO','17607313','SP','JARDIM IPIRANGA','','TUPA'); "
RUA;PIONEIRO JOSÉ CÂNDIDO DA SILVA;17610410;SP;NOVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO JOSÉ CÂNDIDO DA SILVA','17610410','SP','NOVA TUPÃ','','TUPA'); "
RUA;JOSÉ CARAN FILHO;17603745;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ CARAN FILHO','17603745','SP','FREDYVILLE','','TUPA'); "
RUA;ARQUITETO JOSÉ CARLOS GONÇALVES;17602842;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ARQUITETO JOSÉ CARLOS GONÇALVES','17602842','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;COMERCIANTE JOSÉ DA MOTTA;17605400;SP;VILA INDEPENDÊNCIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE JOSÉ DA MOTTA','17605400','SP','VILA INDEPENDÊNCIA','','TUPA'); "
RUA;JOSÉ DE MELLO;17606350;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ DE MELLO','17606350','SP','PARQUE INDUSTRIAL','','TUPA'); "
AVENIDA;JOSÉ DE MICHELI FILHO;17602030;SP;PARQUE IPIRANGA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','JOSÉ DE MICHELI FILHO','17602030','SP','PARQUE IPIRANGA','','TUPA'); "
RUA;JOSÉ ENRIQUE ARI FERNANDES;17604170;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ ENRIQUE ARI FERNANDES','17604170','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;PIONEIRO JOSÉ FERNANDES;17602702;SP;JARDIM ARITANA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO JOSÉ FERNANDES','17602702','SP','JARDIM ARITANA','','TUPA'); "
RUA;JOSÉ GALLI NETO;17603772;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ GALLI NETO','17603772','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;JOSÉ GANTUS SOBRINHO;17605120;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ GANTUS SOBRINHO','17605120','SP','CENTRO','','TUPA'); "
RUA;FERROVIÁRIO JOSÉ GARCIA RAMOS;17602752;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FERROVIÁRIO JOSÉ GARCIA RAMOS','17602752','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;JOSÉ GEROMINI;17603390;SP;VILA FORMOSA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ GEROMINI','17603390','SP','VILA FORMOSA','','TUPA'); "
RUA;JOSÉ GOMES ALFAIATE;17602666;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ GOMES ALFAIATE','17602666','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;FERROVIÁRIO JOSÉ JARDIM;17602664;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FERROVIÁRIO JOSÉ JARDIM','17602664','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;JOSÉ KELLER;17603480;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ KELLER','17603480','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;JOSÉ KELLER;17620035;SP;CENTRO(PARNASO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ KELLER','17620035','SP','CENTRO(PARNASO)','','TUPA'); "
RUA;JOSÉ LEMES SOARES;17600460;SP;VILA GIOVANETTI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ LEMES SOARES','17600460','SP','VILA GIOVANETTI','','TUPA'); "
RUA;JOSÉ LINO FERREIRA ROSA;17602647;SP;CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ LINO FERREIRA ROSA','17602647','SP','CONJUNTO HABITACIONAL GUILHERMINO ALVES VACCAREZZA','','TUPA'); "
RUA;JOSÉ MARIA CAMARINHO;17604730;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ MARIA CAMARINHO','17604730','SP','JARDIM GUANABARA','','TUPA'); "
RUA;JOSÉ MARIA GARCIA;17602130;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ MARIA GARCIA','17602130','SP','PARQUE IBIRAPUERA','','TUPA'); "
AVENIDA;JOSÉ MOLICA;17602205;SP;VILA SÃO JOSÉ;- ATÉ 350/351;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','JOSÉ MOLICA','17602205','SP','VILA SÃO JOSÉ','- ATÉ 350/351','TUPA'); "
AVENIDA;JOSÉ MOLICA;17601211;SP;JARDIM MARABÁ;- DE 352/353 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','JOSÉ MOLICA','17601211','SP','JARDIM MARABÁ','- DE 352/353 AO FIM','TUPA'); "
RUA;JOSÉ MULA MORENO;17607034;SP;JARDIM RUBIÁCEA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ MULA MORENO','17607034','SP','JARDIM RUBIÁCEA','','TUPA'); "
RUA;JOSÉ PATERNEZ;17603571;SP;JARDIM JAÇANÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ PATERNEZ','17603571','SP','JARDIM JAÇANÃ','','TUPA'); "
RUA;JOSÉ SIMÕES;17602850;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ SIMÕES','17602850','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;JOSÉ VENÂNCIO DE OLIVEIRA;17602848;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ VENÂNCIO DE OLIVEIRA','17602848','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;ENGENHEIRO JOSE WALDERY PIRES;17610545;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ENGENHEIRO JOSE WALDERY PIRES','17610545','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;ENGENHEIRO JOSÉ WALDERY PIRES;17610455;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ENGENHEIRO JOSÉ WALDERY PIRES','17610455','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;JOSÉ ZANATELI;17620040;SP;CENTRO(PARNASO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ ZANATELI','17620040','SP','CENTRO(PARNASO)','','TUPA'); "
RUA;JOSÉ ZORATTO;17603754;SP;JARDIM SANTA ADÉLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSÉ ZORATTO','17603754','SP','JARDIM SANTA ADÉLIA','','TUPA'); "
RUA;JOSEFA GOMES DA SILVA;17604200;SP;VILA DAS INDÚSTRIAS;(TIA ZEFA);TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOSEFA GOMES DA SILVA','17604200','SP','VILA DAS INDÚSTRIAS','(TIA ZEFA)','TUPA'); "
RUA;DELEGADO JOVAR BRIGANTINI;17610452;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DELEGADO JOVAR BRIGANTINI','17610452','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;DELEGADO JOVAR BRIGANTINI;17610540;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DELEGADO JOVAR BRIGANTINI','17610540','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;JOVINIANA BEZERRA DE CARVALHO;17607389;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOVINIANA BEZERRA DE CARVALHO','17607389','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;JOVINIANA BEZERRA DE CARVALHO;17607500;SP;PARQUE UNIVERSITÁRIO III;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','JOVINIANA BEZERRA DE CARVALHO','17607500','SP','PARQUE UNIVERSITÁRIO III','','TUPA'); "
RUA;SÃO JUDAS TADEU;17607156;SP;VILA ABARCA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO JUDAS TADEU','17607156','SP','VILA ABARCA','','TUPA'); "
